geneID_human	geneID_mouse	humanMouseConnection	diseaseName	DO_ID	OMIM_ID	mouseStrain	mouseMGI_ID	mouseMP_ID	MPnames
16617	RETNLB	Retnla	n				Retnla<tm1Gto>,Retnla<tm1Mer>,Retnla<tm1Tliu>	MGI:1888504	MP:0005397 MP:0005387 MP:0005381 MP:0005376	homeostasis/metabolism phenotype,digestive/alimentary phenotype,immune system phenotype,hematopoietic system phenotype
16618	RETREG1	Retreg1	n				Retreg1<tm1.1Cahb>	MGI:1913520	MP:0005386 MP:0003631 MP:0010771	nervous system phenotype,behavior/neurological phenotype,integument phenotype
16619	RETREG2	Retreg2	n				Retreg2<em2(IMPC)Ph>	MGI:2388278		
16620	RETREG3	Retreg3	n				Retreg3<tm2a(EUCOMM)Wtsi>,Retreg3<tm2b(EUCOMM)Wtsi>	MGI:1915248	MP:0005375 MP:0005378 MP:0005376 MP:0005385 MP:0005397 MP:0005391 MP:0005371 MP:0003631 MP:0005390	nervous system phenotype,limbs/digits/tail phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cardiovascular system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype
16621	RETSAT	Retsat	n				Retsat<tm1.1(KOMP)Vlcg>,Retsat<tm1(KOMP)Vlcg>,Retsat<tm1Kpal>,Retsat<tm1Lex>	MGI:1914692	MP:0005397 MP:0005376 MP:0005375	adipose tissue phenotype,homeostasis/metabolism phenotype,hematopoietic system phenotype
16622	REV1	Rev1	n				Rev1<Gt(IST10468C11)Tigm>,Rev1<tm1.1Jow>,Rev1<tm1Ndew>,Rev1<tm2Ndew>	MGI:1929074	MP:0005397 MP:0002873 MP:0010768 MP:0005387 MP:0005378	normal phenotype,growth/size/body region phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16623	REV3L	Rev3l	n				Rev3l<tm1.1Diaz>,Rev3l<tm1.1Kunk>,Rev3l<tm1.1Rsky>,Rev3l<tm1a(EUCOMM)Hmgu>,Rev3l<tm1b(EUCOMM)Hmgu>,Rev3l<tm1Esp>,Rev3l<tm1Kaji>,Rev3l<tm1Msn>,Rev3l<tm1Ndew>,Rev3l<tm1Rsky>,Rev3l<tm1Rwd>,Rev3l<tm2.1Rwd>	MGI:1337131	MP:0003631 MP:0005387 MP:0005380 MP:0010768 MP:0005378 MP:0005385 MP:0005397 MP:0002006 MP:0005382 MP:0005384 MP:0005376	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16624	REX1BD	Rex1bd	n				Rex1bd<em1(IMPC)J>	MGI:1913712		
16625	REXO1	Rexo1	n					MGI:1914182		
16626	REXO2	Rexo2	n				Rexo2<Gt(OST43068)Lex>,Rexo2<tm1a(EUCOMM)Wtsi>,Rexo2<tm1b(EUCOMM)Wtsi>	MGI:1888981	MP:0005376 MP:0010768	homeostasis/metabolism phenotype,mortality/aging
16627	REXO4	Rexo4	n				Rexo4<tm1a(KOMP)Wtsi>,Rexo4<tm1b(KOMP)Wtsi>	MGI:2684957		
16628	REXO5	Rexo5	n				Rexo5<em1Embrp>,Rexo5<em1(IMPC)Wtsi>	MGI:1919402		
16629	RFC1	Rfc1	n				Rfc1<Gt(OST102676)Lex>,Rfc1<tm1a(KOMP)Mbp>,Rfc1<tm1b(KOMP)Mbp>	MGI:97891	MP:0005380 MP:0010768 MP:0005397 MP:0005376 MP:0005378 MP:0005382	homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,craniofacial phenotype,hematopoietic system phenotype,mortality/aging
16630	RFC2	Rfc2	n				Rfc2<em1(IMPC)J>	MGI:1341868		
16631	RFC3	Rfc3	n					MGI:1916513		
16632	RFC4	Rfc4	n					MGI:2146571		
16633	RFC5	Rfc5	n					MGI:1919401		
16634	RFESD	Rfesd	n					MGI:2145198		
16635	RFFL	Rffl	n				Rffl<Gt(OST437316)Lex>,Rffl<tm1Cota>	MGI:1914588	MP:0002873	normal phenotype
16636	RFK	Rfk	n				Rfk<tm1.1Jcbr>,Rfk<tm1.2Jcbr>	MGI:1914688	MP:0005376 MP:0010768 MP:0005397 MP:0005387	homeostasis/metabolism phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16637	RFLNA	Rflna	n				Rflna<tm1Tfur>	MGI:1920371	MP:0005378 MP:0005384 MP:0002873 MP:0005371 MP:0005390	normal phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,cellular phenotype,skeleton phenotype
16638	RFLNB	Rflnb	n				Rflnb<tm1Sia>	MGI:1923816	MP:0005384 MP:0005378 MP:0005390 MP:0005371 MP:0002873	normal phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,cellular phenotype,skeleton phenotype
16639	RFNG	Rfng	n				Rfng<tm1Grid>,Rfng<tm1Tfv>,Rfng<tm2.1Tfv>,Rfng<tm2Tfv>	MGI:894275	MP:0005378 MP:0005382 MP:0005390 MP:0005380 MP:0010768 MP:0002873 MP:0005381 MP:0005371	normal phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,skeleton phenotype,mortality/aging
16640	RFPL4A	Rfpl4	n					MGI:2149590		
16641	RFPL4AL1	Rfpl4	n					MGI:2149590		
16642	RFPL4B	Rfpl4b	n					MGI:2684908		
16643	RFT1	Rft1	n				Rft1<tm1b(KOMP)Wtsi>	MGI:3607791		
16644	RFTN1	Rftn1	n				Rftn1<tm1Ayos>	MGI:1923688	MP:0005397 MP:0005387	immune system phenotype,hematopoietic system phenotype
16645	RFTN2	Rftn2	n				Rftn2<tm1a(EUCOMM)Wtsi>,Rftn2<tm1e(EUCOMM)Wtsi>	MGI:1921263		
16646	RFWD3	Rfwd3	n				Rfwd3<tm1.1Dtch>	MGI:2384584	MP:0010768 MP:0005389 MP:0005384 MP:0005379	endocrine/exocrine gland phenotype,cellular phenotype,reproductive system phenotype,mortality/aging
16647	RFX1	Rfx1	n				Rfx1<Gt(RRO347)Byg>,Rfx1<tm1.1Smoc>,Rfx1<tm1.1Wrth>,Rfx1<tm1Tqi>	MGI:105982	MP:0005384 MP:0003631 MP:0005377 MP:0010768	nervous system phenotype,hearing/vestibular/ear phenotype,cellular phenotype,mortality/aging
16648	RFX2	Rfx2	n				Rfx2<Gt(IST10638H11)Tigm>,Rfx2<tm1.1Wrth>,Rfx2<tm1.2Wrth>	MGI:106583	MP:0005389 MP:0005384 MP:0005379	endocrine/exocrine gland phenotype,cellular phenotype,reproductive system phenotype
16649	RFX3	Rfx3	n				Rfx3<b2b1213Clo>,Rfx3<tm1.1Wrth>,Rfx3<tm1Wrth>,Rfx3<tm2.1Wrth>,Rfx3<tm2Wrth>	MGI:106582	MP:0005380 MP:0002873 MP:0010768 MP:0005385 MP:0003631 MP:0005377 MP:0005378 MP:0005369 MP:0005384	normal phenotype,nervous system phenotype,muscle phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,mortality/aging
16650	RFX4	Rfx4	n				Rfx4<m269Asp>,Rfx4<Tg(Myh6-CYP2J2)Tr5Dcz>,Rfx4<tm1(EGFP/cre/ERT2)Wtsi>	MGI:1918387	MP:0003631 MP:0005380 MP:0010768 MP:0005385 MP:0005379 MP:0005384 MP:0005376	nervous system phenotype,homeostasis/metabolism phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,mortality/aging
16651	RFX5	Rfx5	n				Rfx5<tm1.1Ifo>,Rfx5<tm1Ifo>	MGI:1858421	MP:0005379 MP:0005387 MP:0005397 MP:0005385 MP:0005370	liver/biliary system phenotype,endocrine/exocrine gland phenotype,cardiovascular system phenotype,immune system phenotype,hematopoietic system phenotype
16652	RFX6	Rfx6	n				Rfx6<tm1.1(EGFP/cre)Mger>,Rfx6<tm1.1Ics>,Rfx6<tm1.1(KOMP)Vlcg>,Rfx6<tm1(KOMP)Vlcg>	MGI:2445208	MP:0005378 MP:0005379 MP:0005376 MP:0005397 MP:0010768 MP:0005386 MP:0005387 MP:0005381	homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,behavior/neurological phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16653	RFX7	Rfx7	n				Rfx7<tm2a(EUCOMM)Hmgu>,Rfx7<tm2b(EUCOMM)Hmgu>,Rfx7<tm2c(EUCOMM)Hmgu>	MGI:2442675	MP:0010768 MP:0005391	vision/eye phenotype,mortality/aging
16654	RFX8	Rfx8	n				Rfx8<tm1a(EUCOMM)Hmgu>,Rfx8<tm1b(EUCOMM)Hmgu>	MGI:3588206		
16655	RFXANK	Rfxank	n				Rfxank<tm1a(EUCOMM)Hmgu>,Rfxank<tm1b(EUCOMM)Hmgu>	MGI:1333865		
16656	RFXAP	Rfxap	n					MGI:2180854		
16657	RGCC	Rgcc	n				Rgcc<tm1.1(KOMP)Wtsi>,Rgcc<tm1(KOMP)Wtsi>	MGI:1913464	MP:0005378 MP:0005380 MP:0005385 MP:0010768	growth/size/body region phenotype,embryo phenotype,cardiovascular system phenotype,mortality/aging
16658	RGL1	Rgl1	n					MGI:107484		
16659	RGL2	Rgl2	n					MGI:107483		
16660	RGL3	Rgl3	n				Rgl3<em1(IMPC)H>,Rgl3<em2(IMPC)H>	MGI:1918996		
16661	RGMA	Rgma	n				Rgma<tm1Arbr>	MGI:2679262	MP:0005382 MP:0010768 MP:0005380 MP:0005390 MP:0003631	nervous system phenotype,embryo phenotype,craniofacial phenotype,skeleton phenotype,mortality/aging
16662	RGMB	Rgmb	n				Rgmb<tm1Hlin>,Rgmb<tm2.1Hlin>,Rgmb<tm2Hlin>	MGI:1916049	MP:0010768	mortality/aging
16663	RGN	Rgn	n				Rgn<tm1Aish>	MGI:108024	MP:0005386 MP:0005388 MP:0005370 MP:0005385 MP:0010768 MP:0003631 MP:0005377 MP:0005391 MP:0005384 MP:0005390 MP:0005378 MP:0010771 MP:0005375 MP:0005376	nervous system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,respiratory system phenotype,skeleton phenotype,vision/eye phenotype,mortality/aging,integument phenotype
16664	RGP1	Rgp1	n				Rgp1<tm1.1(KOMP)Vlcg>,Rgp1<tm1(KOMP)Vlcg>	MGI:1915956	MP:0010768	mortality/aging
16665	RGPD1	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16666	RGPD2	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16667	RGPD3	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16668	RGPD4	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16669	RGPD5	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16670	RGPD6	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16671	RGPD8	Ranbp2	n				Ranbp2<Gt(OST198419)Lex>,Ranbp2<Gt(pGT0pfs)630Wcs>,Ranbp2<tm1.1Jvd>,Ranbp2<tm1.1(KOMP)Vlcg>,Ranbp2<tm1Jvd>,Ranbp2<tm1(KOMP)Vlcg>	MGI:894323	MP:0005378 MP:0005376 MP:0005384 MP:0003631 MP:0002006 MP:0010768 MP:0005391	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
16672	RGR	Rgr	n				Rgr<tm1Hkf>	MGI:1929473	MP:0005391	vision/eye phenotype
16673	RGS1	Rgs1	n				Rgs1<tm1Jhk>	MGI:1354694	MP:0005397 MP:0005387	immune system phenotype,hematopoietic system phenotype
16674	RGS10	Rgs10	n				Rgs10<Gt(OST24334)Lex>,Rgs10<tm1Ypl>	MGI:1915115	MP:0005384 MP:0005376 MP:0005378 MP:0005371 MP:0005387 MP:0005390 MP:0010768 MP:0005397	limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
16675	RGS11	Rgs11	n				Rgs11<tm1Lex>	MGI:1354739	MP:0003631 MP:0005391	nervous system phenotype,vision/eye phenotype
16676	RGS12	Rgs12	n				Rgs12<tm1.1Syy>,Rgs12<tm1(KOMP)Vlcg>,Rgs12<tm1Lex>,Rgs12<tm1Syy>	MGI:1918979	MP:0005397 MP:0002873 MP:0005387 MP:0005390	normal phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype
16677	RGS13	Rgs13	n				Rgs13<tm1.1Jhk>,Rgs13<tm1Drue>,Rgs13<tm1Lex>	MGI:2180585	MP:0005397 MP:0005387	immune system phenotype,hematopoietic system phenotype
16678	RGS14	Rgs14	n				Rgs14<tm1Lex>,Rgs14<tm1Pngr>	MGI:1859709	MP:0003631 MP:0010768 MP:0005386 MP:0005380	nervous system phenotype,embryo phenotype,behavior/neurological phenotype,mortality/aging
16679	RGS16	Rgs16	n				Rgs16<tm1.1Drue>,Rgs16<tm1a(EUCOMM)Hmgu>,Rgs16<tm1c(EUCOMM)Hmgu>,Rgs16<tm1Sia>,Rgs16<tm1Tmw>	MGI:108407	MP:0005376 MP:0005384 MP:0005387 MP:0005388 MP:0005386 MP:0005397	homeostasis/metabolism phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,hematopoietic system phenotype
16680	RGS17	Rgs17	n					MGI:1927469		
16681	RGS18	Rgs18	n				Rgs18<m1H>,Rgs18<tm1.1Ics>	MGI:1927498	MP:0005397 MP:0005386 MP:0005384 MP:0005376 MP:0010771	homeostasis/metabolism phenotype,cellular phenotype,behavior/neurological phenotype,hematopoietic system phenotype,integument phenotype
16682	RGS19	Rgs19	n				Rgs19<em1(IMPC)J>	MGI:1915153		
16683	RGS2	Rgs2	n				Rgs2<em1(IMPC)H>,Rgs2<I135T>,Rgs2<T172K>,Rgs2<tm1.1Kjb>,Rgs2<tm1Dgen>,Rgs2<tm1Pngr>	MGI:1098271	MP:0005367 MP:0005387 MP:0003631 MP:0005397 MP:0005385 MP:0002873 MP:0005386 MP:0005369	normal phenotype,nervous system phenotype,renal/urinary system phenotype,muscle phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,hematopoietic system phenotype
16684	RGS20	Rgs20	n				Rgs20<tm1Lex>	MGI:1929866		
16685	RGS21	Rgs21	n					MGI:3645243		
16686	RGS22	Rgs22	n				Rgs22<tm1a(KOMP)Wtsi>,Rgs22<tm1b(KOMP)Wtsi>	MGI:3613651		
16687	RGS3	Rgs3	n				Rgs3<tm1Ndul>	MGI:1354734	MP:0005388 MP:0005387 MP:0005397	immune system phenotype,respiratory system phenotype,hematopoietic system phenotype
16688	RGS4	Rgs4	n				Rgs4<tm1.1Amus>,Rgs4<tm1.1Jbr>,Rgs4<tm1.1Jlr>,Rgs4<tm1Dgen>,Rgs4<tm1Jbr>,Rgs4<tm1Jlr>,Rgs4<tm1Lex>,Rgs4<tm1Sdlk>	MGI:108409	MP:0005386 MP:0002873 MP:0010768 MP:0005389 MP:0005397 MP:0005385 MP:0003631 MP:0005387 MP:0005376 MP:0005390 MP:0005367 MP:0010771 MP:0005378 MP:0005375 MP:0005379 MP:0005382 MP:0005384	normal phenotype,nervous system phenotype,renal/urinary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16689	RGS5	Rgs5	n				Rgs5<tm1.1Rgan>,Rgs5<tm1a(EUCOMM)Wtsi>,Rgs5<tm1b(EUCOMM)Wtsi>,Rgs5<tm1Cbet>,Rgs5<tm1Dgen>,Rgs5<tm1Jhk>,Rgs5<tm1Rgan>	MGI:1098434	MP:0005387 MP:0002006 MP:0005397 MP:0005385 MP:0002873 MP:0010768 MP:0005376 MP:0005375 MP:0005378	neoplasm,normal phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cardiovascular system phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16690	RGS6	Rgs6	n				Rgs6<tm1Lex>	MGI:1354730	MP:0005385	cardiovascular system phenotype
16691	RGS7	Rgs7	n				Rgs7<tm1.1Kama>,Rgs7<tm1Cjch>,Rgs7<tm1Lex>	MGI:1346089	MP:0005391 MP:0003631 MP:0005386 MP:0005376 MP:0005378	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype,vision/eye phenotype
16692	RGS7BP	Rgs7bp	n				Rgs7bp<tm1Itl>	MGI:106334	MP:0002873	normal phenotype
16693	RGS8	Rgs8	n				Rgs8<tm1.1Atai>	MGI:108408		
16694	RGS9	Rgs9	n				Rgs9<tm1Citb>,Rgs9<tm1(cre)Yql>	MGI:1338824	MP:0005386 MP:0005390 MP:0005391 MP:0003631	nervous system phenotype,behavior/neurological phenotype,skeleton phenotype,vision/eye phenotype
16695	RGS9BP	Rgs9bp	n				Rgs9bp<tm1Hels>,Rgs9bp<tm1(KOMP)Vlcg>	MGI:2384418	MP:0005391	vision/eye phenotype
16696	RGSL1	Rgsl1	n				Rgsl1<em1(IMPC)J>	MGI:2685048		
16697	RHAG	Rhag	n				Rhag<tm1Goo>	MGI:1202713	MP:0005376 MP:0005397	homeostasis/metabolism phenotype,hematopoietic system phenotype
16698	RHBDD1	Rhbdd1	n				Rhbdd1<tm1.1Mfm>	MGI:1924117		
16699	RHBDD2	Rhbdd2	n				Rhbdd2<Gt(OST420020)Lex>	MGI:1915612		
16700	RHBDD3	Rhbdd3	n				Rhbdd3<tm1Caox>	MGI:2444684	MP:0005376 MP:0005397 MP:0010768 MP:0005370 MP:0005387	liver/biliary system phenotype,homeostasis/metabolism phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
16701	RHBDF1	Rhbdf1	n				Rhbdf1<Gt(OST66713)Lex>,Rhbdf1/Hba<tm1.1(RHBDF1/HBA)Ajhs>,Rhbdf1/Hba<tm1(RHBDF1/HBA)Ajhs>,Rhbdf1/Hba<tm2.1Ajhs>,Rhbdf1/Hba<tm2Ajhs>,Rhbdf1<tm1.1(KOMP)Vlcg>,Rhbdf1<tm1.1Mfm>,Rhbdf1<tm1a(EUCOMM)Wtsi>,Rhbdf1<tm1b(EUCOMM)Wtsi>,Rhbdf1<tm1(KOMP)Vlcg>	MGI:104328	MP:0005387 MP:0005390 MP:0005381 MP:0003631 MP:0005391 MP:0005385 MP:0005397 MP:0010768 MP:0005380 MP:0005386 MP:0005376 MP:0005378 MP:0010771 MP:0005379 MP:0005375	nervous system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16702	RHBDF2	Rhbdf2	n				Rhbdf2<cub>,Rhbdf2<em1(IMPC)Wtsi>,Rhbdf2<em2Mvw>,Rhbdf2<Gt(OST315155)Lex>,Rhbdf2<m1Btlr>,Rhbdf2<M2Btlr>,Rhbdf2<M3Btlr>,Rhbdf2<tm1.1Mfm>,Rhbdf2<tm1a(KOMP)Wtsi>,Rhbdf2<tm1b(KOMP)Wtsi>,Rhbdf2<tm1Mak>	MGI:2442473	MP:0005370 MP:0005385 MP:0005397 MP:0010768 MP:0001186 MP:0003631 MP:0005391 MP:0005387 MP:0005390 MP:0010771 MP:0005375 MP:0005379 MP:0005376	pigmentation phenotype,nervous system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,endocrine/exocrine gland phenotype,cardiovascular system phenotype,immune system phenotype,skeleton phenotype,vision/eye phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
16703	RHBDL1	Rhbdl1	n				Rhbdl1<tm1.1(KOMP)Vlcg>	MGI:2384891	MP:0005376 MP:0010771 MP:0005378 MP:0005380 MP:0005391 MP:0010768	homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,vision/eye phenotype,mortality/aging,integument phenotype
16704	RHBDL2	Rhbdl2	n				Rhbdl2<tm1b(KOMP)Wtsi>	MGI:3608413		
16705	RHBDL3	Rhbdl3	n				Rhbdl3<tm1a(EUCOMM)Wtsi>,Rhbdl3<tm1b(EUCOMM)Wtsi>	MGI:2179276	MP:0005386 MP:0010768	behavior/neurological phenotype,mortality/aging
16706	RHBG	Rhbg	n				Rhbg<Gt(OST205055)Lex>,Rhbg<tm1.1Idw>,Rhbg<tm1Rc>	MGI:1927379	MP:0005367 MP:0002873 MP:0005376	normal phenotype,renal/urinary system phenotype,homeostasis/metabolism phenotype
16707	RHCE	Rhd	n				Rhd<tm1a(EUCOMM)Wtsi>,Rhd<tm1e(EUCOMM)Wtsi>,Rhd<tm1Goo>	MGI:1202882	MP:0005397 MP:0005376	homeostasis/metabolism phenotype,hematopoietic system phenotype
16708	RHCG	Rhcg	n				Rhcg<tm1Ibmm>,Rhcg<tm1Idw>,Rhcg<tm1Tigm>	MGI:1888517	MP:0005378 MP:0005376 MP:0010768 MP:0005389 MP:0005367	renal/urinary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,reproductive system phenotype,mortality/aging
16709	RHD	Rhd	n				Rhd<tm1a(EUCOMM)Wtsi>,Rhd<tm1e(EUCOMM)Wtsi>,Rhd<tm1Goo>	MGI:1202882	MP:0005397 MP:0005376	homeostasis/metabolism phenotype,hematopoietic system phenotype
16710	RHEB	Rheb	n				Rheb<Gt(W076A03)Wrst>,Rheb<tm1.1Otsu>,Rheb<tm1.1Pfw>,Rheb<tm1.1Yelg>,Rheb<tm1Pfw>,Rheb<tm1Yelg>	MGI:97912	MP:0005376 MP:0005384 MP:0005369 MP:0005378 MP:0005380 MP:0003631 MP:0005385 MP:0002873 MP:0010768	normal phenotype,nervous system phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,mortality/aging
16711	RHEBL1	Rhebl1	n				Rhebl1<tm1.1Pfw>,Rhebl1<tm1Pfw>	MGI:1916409	MP:0010768 MP:0002873	normal phenotype,mortality/aging
16712	RHNO1	Rhno1	n					MGI:1915315		
16713	RHO	Rho	n				Rho<Noerg1>,Rho<R3>,Rho<tm1.1Eye>,Rho<tm1.1Kpal>,Rho<tm1.1(RHO*)Akgr>,Rho<tm1(EDNRB)Fji>,Rho<tm1Jhw>,Rho<tm1Jlem>,Rho<tm1Phm>,Rho<tm1Shda>,Rho<tm2.1Kpal>,Rho<tm2Jlem>,Rho<tm2(RHO/GFP)Jhw>,Rho<tm3(RHO/GFP)Jhw>,Rho<tm4.1(RHO*/EGFP)Jhw>,Rho<tm5.1(RHO*/GFP)Jhw>,Rho<Tvrm1>,Rho<Tvrm144>,Rho<Tvrm334>,Rho<Tvrm4>	MGI:97914	MP:0005387 MP:0005391 MP:0003631 MP:0001186 MP:0005385 MP:0005397 MP:0005376 MP:0005384	pigmentation phenotype,nervous system phenotype,homeostasis/metabolism phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,vision/eye phenotype,hematopoietic system phenotype
16714	RHOA	Rhoa	n				Rhoa<tm1.1Kft>,Rhoa<tm1Csab>,Rhoa<tm1Jrel>,Rhoa<tm1Yuyo>	MGI:1096342	MP:0005384 MP:0005380 MP:0003631 MP:0002873 MP:0010768 MP:0005397	normal phenotype,nervous system phenotype,embryo phenotype,cellular phenotype,hematopoietic system phenotype,mortality/aging
16715	RHOB	Rhob	n				Rhob<tm1Gcp>	MGI:107949	MP:0003631 MP:0005391 MP:0005385 MP:0005378 MP:0002006 MP:0005384 MP:0005376	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,vision/eye phenotype
16716	RHOBTB1	Rhobtb1	n				Rhobtb1<em2(IMPC)Ph>	MGI:1916538		
16717	RHOBTB2	Rhobtb2	n					MGI:2180557		
16718	RHOBTB3	Rhobtb3	n				Rhobtb3<tm1a(KOMP)Wtsi>	MGI:1920546	MP:0005386 MP:0005397 MP:0005385 MP:0005389 MP:0010768 MP:0005371 MP:0005390 MP:0005367 MP:0005387 MP:0005379 MP:0005375 MP:0005378 MP:0005382	renal/urinary system phenotype,limbs/digits/tail phenotype,adipose tissue phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,craniofacial phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
